URL,ImageURL,Brand,Product Name,Ratings,Price,Discount,Specs,,,,,,,,,,,,
https://www.amazon.in/GC-Analog-White-Womens-Watch-Z48002L1MF/dp/B0DHVFY3YD/ref=sr_1_51?dib=eyJ2IjoiMSJ9.4SfYORYXr_wc0AWddjvS8OMPsY0zme-DGyG_-H6MTylFw4Pmi5hG79o378ydpOLqeMfkOUZk4agP00wXE_skb8lpMtHHyljLeGs9s78ixxn59YWFCKgJ9W2Txk4E1kZowP9b1BHQoaxNcCxY_v_uqQ.T21AF2yEKJyT7RFI5uNJKJUpHoEodhPsoe5W1DcjPn0&dib_tag=se&qid=1744806559&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-51&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/718eIp5kGoL._AC_UL320_.jpg,GC,Analog White Dial Women's Watch-Z48002L1MF,,"44,995",,"Watch Information
Band Colour
Multicolor
Band Material
Stainless Steel
Band Width
20
Bezel Function
Stationary
Bezel Material
Stainless Steel
Brand
GC
Calendar Type
No Calendar
Case Diameter
36 Millimeters
Case Material
Stainless Steel
Case Thickness
9 Millimeters
Clasp
Deployment Clasp
Dial Colour
White
Crystal Material
Mineral Glass
Display Type
Analog
Case Shape
Round
Item Weight
70 g
Model Number
Z48002L1MF
Part Number
Z48002L1MF
Warranty Type
Limited
Movement
Quartz
Water Resistance Depth
100 Meters
Band size
Womens Standard
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/GC-Analog-Green-Womens-Watch-Z45001L9MF/dp/B0DHVDBW9Q/ref=sr_1_52?dib=eyJ2IjoiMSJ9.4SfYORYXr_wc0AWddjvS8OMPsY0zme-DGyG_-H6MTylFw4Pmi5hG79o378ydpOLqeMfkOUZk4agP00wXE_skb8lpMtHHyljLeGs9s78ixxn59YWFCKgJ9W2Txk4E1kZowP9b1BHQoaxNcCxY_v_uqQ.T21AF2yEKJyT7RFI5uNJKJUpHoEodhPsoe5W1DcjPn0&dib_tag=se&qid=1744806559&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-52&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71ue39csXzL._AC_UL320_.jpg,GC,Analog Green Dial Women's Watch-Z45001L9MF,,"44,995",,"Watch Information
Band Colour
Multicolor
Band Material
Stainless Steel
Band Width
20
Bezel Function
Stationary
Bezel Material
Stainless Steel
Brand
GC
Calendar Type
No Calendar
Case Diameter
36 Millimeters
Case Material
Stainless Steel
Case Thickness
9 Millimeters
Clasp
Deployment Clasp
Dial Colour
Green
Crystal Material
Mineral Glass
Display Type
Analog
Case Shape
Round
Item Weight
70 g
Model Number
Z45001L9MF
Part Number
Z45001L9MF
Warranty Type
Limited
Movement
Quartz
Water Resistance Depth
100 Meters
Band size
Womens Standard
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/GC-Analog-Green-Womens-Watch-Z48003L6MF/dp/B0DG94MWY2/ref=sr_1_54?dib=eyJ2IjoiMSJ9.4SfYORYXr_wc0AWddjvS8OMPsY0zme-DGyG_-H6MTylFw4Pmi5hG79o378ydpOLqeMfkOUZk4agP00wXE_skb8lpMtHHyljLeGs9s78ixxn59YWFCKgJ9W2Txk4E1kZowP9b1BHQoaxNcCxY_v_uqQ.T21AF2yEKJyT7RFI5uNJKJUpHoEodhPsoe5W1DcjPn0&dib_tag=se&qid=1744806559&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-54&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71G7RrYX3oL._AC_UL320_.jpg,GC,Analog Green Dial Women's Watch-Z48003L6MF,,"44,995",,"Watch Information
Band Colour
Multicolor
Band Material
Stainless Steel
Band Width
20
Bezel Function
Stationary
Bezel Material
Stainless Steel
Brand
GC
Calendar Type
No Calendar
Case Diameter
36 Millimeters
Case Material
Stainless Steel
Case Thickness
9 Millimeters
Clasp
Deployment Clasp
Dial Colour
Green
Crystal Material
Mineral Glass
Display Type
Analog
Case Shape
Round
Item Weight
70 g
Model Number
Z48003L6MF
Part Number
Z48003L6MF
Special Features
Waterproof, Glow In The Dark
Warranty Type
Limited
Movement
Quartz
Water Resistance Depth
100 Meters
Band size
Womens Standard
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Victorinox-Resistant-Stainless-Movement-242036/dp/B0DFMH86H8/ref=sr_1_55?dib=eyJ2IjoiMSJ9.4SfYORYXr_wc0AWddjvS8OMPsY0zme-DGyG_-H6MTylFw4Pmi5hG79o378ydpOLqeMfkOUZk4agP00wXE_skb8lpMtHHyljLeGs9s78ixxn59YWFCKgJ9W2Txk4E1kZowP9b1BHQoaxNcCxY_v_uqQ.T21AF2yEKJyT7RFI5uNJKJUpHoEodhPsoe5W1DcjPn0&dib_tag=se&qid=1744806559&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-55&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/61byJcsoLUL._AC_UL320_.jpg,Victorinox,"I.N.O.X. Small, Swiss Made Women's Watch | Black Dial, 32 mm, 100M Water Resistant, Stainless Steel Case, Quartz Movement, Stainless Steel Bracelet | 242036",,"66,100",11%,"Watch Information
Band Colour
Silver
Band Material
Stainless Steel
Band Width
16 Millimeters
Bezel Function
Stationary
Bezel Material
Stainless Steel
Brand
Victorinox
Calendar Type
Date
Case Diameter
32 Millimeters
Case Material
Stainless Steel
Case Thickness
9 Millimeters
Clasp
Hidden Clasp
Collection
I.N.O.X.
Dial Colour
Black
Crystal Material
Sapphire Crystal
Display Type
Analog
Case Shape
Round
Item Weight
94 g
Model Number
242036
Part Number
242036
Special Features
Antimagnetic, Glow In The Dark
Warranty Type
Manufacturer
Movement
Quartz
Water Resistance Depth
100 Meters
Band size
Mens Standard
Warranty Description
TRUSTED QUALITY: Made in Switzerland; all Victorinox Swiss Army timepieces are covered by a 5-year limited warranty
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Victorinox-Resistant-Stainless-Movement-242038/dp/B0DFMFZX5J/ref=sr_1_56?dib=eyJ2IjoiMSJ9.4SfYORYXr_wc0AWddjvS8OMPsY0zme-DGyG_-H6MTylFw4Pmi5hG79o378ydpOLqeMfkOUZk4agP00wXE_skb8lpMtHHyljLeGs9s78ixxn59YWFCKgJ9W2Txk4E1kZowP9b1BHQoaxNcCxY_v_uqQ.T21AF2yEKJyT7RFI5uNJKJUpHoEodhPsoe5W1DcjPn0&dib_tag=se&qid=1744806559&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-56&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/61wnKW1vSnL._AC_UL320_.jpg,Victorinox,"I.N.O.X. Small, Swiss Made Women's Watch | Blue Dial, 32 mm, 100M Water Resistant, Stainless Steel Case, Quartz Movement, Stainless Steel Bracelet | 242038",,"66,100",11%,"Watch Information
Band Colour
Silver
Band Material
Stainless Steel
Band Width
16 Millimeters
Bezel Function
Stationary
Bezel Material
Stainless Steel
Brand
Victorinox
Calendar Type
Date
Case Diameter
32 Millimeters
Case Material
Stainless Steel
Case Thickness
9 Millimeters
Clasp
Hidden Clasp
Collection
I.N.O.X.
Dial Colour
Blue
Crystal Material
Crystal
Display Type
Analog
Case Shape
Round
Item Weight
94 g
Model Number
242038
Part Number
242038
Special Features
Antimagnetic, Glow In The Dark
Warranty Type
Manufacturer
Movement
Quartz
Water Resistance Depth
100 Meters
Band size
Mens Standard
Warranty Description
TRUSTED QUALITY: Made in Switzerland; all Victorinox Swiss Army timepieces are covered by a 5-year limited warranty
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Michael-Kors-Stainless-Analog-Watch-Mk7503Set/dp/B0D956WC1Q/ref=sr_1_57?dib=eyJ2IjoiMSJ9.4SfYORYXr_wc0AWddjvS8OMPsY0zme-DGyG_-H6MTylFw4Pmi5hG79o378ydpOLqeMfkOUZk4agP00wXE_skb8lpMtHHyljLeGs9s78ixxn59YWFCKgJ9W2Txk4E1kZowP9b1BHQoaxNcCxY_v_uqQ.T21AF2yEKJyT7RFI5uNJKJUpHoEodhPsoe5W1DcjPn0&dib_tag=se&qid=1744806559&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-57&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/81cecI3s3gL._AC_UL320_.jpg,Michael Kors,"Stainless Steel Analog Gold Dial Women's Watch-Mk7503Set, Band Color:Multicolor",,"44,096",8%,"Watch Information
Band Colour
Multicolor
Band Material
Stainless Steel
Band Width
18 Millimeters
Bezel Function
12 Hour Time Display
Bezel Material
Stainless Steel
Brand
Michael Kors
Calendar Type
No Calendar
Case Diameter
33 Millimeters
Case Material
Stainless Steel
Case Thickness
8.30
Clasp
Double Locking Foldover Clasp
Dial Colour
Gold
Crystal Material
Glass
Display Type
Analog
Case Shape
Round
Item Weight
100 g
Model Number
MK7503SET
Part Number
MK7503SET
Special Features
Waterproof
Warranty Type
Limited
Movement
Quartz
Water Resistance Depth
50 Meters
Band size
Womens Standard
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Swarovski-Chrono-Bracelet-Gold-Tone-5677506/dp/B0D7HH63R5/ref=sr_1_58?dib=eyJ2IjoiMSJ9.4SfYORYXr_wc0AWddjvS8OMPsY0zme-DGyG_-H6MTylFw4Pmi5hG79o378ydpOLqeMfkOUZk4agP00wXE_skb8lpMtHHyljLeGs9s78ixxn59YWFCKgJ9W2Txk4E1kZowP9b1BHQoaxNcCxY_v_uqQ.T21AF2yEKJyT7RFI5uNJKJUpHoEodhPsoe5W1DcjPn0&dib_tag=se&qid=1744806559&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-58&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71rWKun+QfL._AC_UL320_.jpg,Swarovski,"Nova Chrono Watch Swiss Made, Metal Bracelet, Rose Gold Tone, Rose Gold-Tone Finish 5677506",,"43,000",,"Watch Information
Band Colour
Gold
Band Material
Metal
Band Width
20 Millimeters
Brand
Swarovski
Calendar Type
No Calendar
Case Diameter
37 Millimeters
Case Material
Stainless Steel
Case Thickness
13 Millimeters
Clasp
Foldover Clasp
Dial Colour
Silver
Crystal Material
Sapphire Crystal
Display Type
Analog
Case Shape
Round
Item Weight
80 g
Model Number
5677506
Part Number
5677506
Special Features
Water Resistant
Warranty Type
Manufacturer
Movement
Quartz
Water Resistance Depth
50 Meters
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/GC-Square-Analog-Watch-Z12006L1MF/dp/B0CYT9W876/ref=sr_1_49?dib=eyJ2IjoiMSJ9.sw-gg5aAgqwoCps22hShfwhsWaX7XZ5Te1HNkDOSGWltIowrDUyda4h_D3GbMQXSEBpE9_AQT8nxPLOQhd2fX5fBnAPQQAv9JBjaYjWUroL22ElsVx6pz2EiNRmmrWcTE73nNfv8I4XKAqxOKoMqodzZBzvIiLmM-Zh8skYrRZYb_79rf2-ws8potI9ECg9hoODB8K4pFAz-oWjoO6mHPXCuux7sU9iiGd0abABv11hd6BhFwp7TAOGKWGnRba0nXiqyi8ilkI9Ur9ATMlpccfat1sxf9sLZCvkbOosEKjU.JtokMTLc_7H6O3rqbzzIBV0upxBw6O-8rW1eaVdnVP0&dib_tag=se&qid=1744806559&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-49&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/61Zi+LhCbQL._AC_UL320_.jpg,GC,Women White Coussin Analog Watch- Z12006L1MF,,"46,995",,"Watch Information
Band Colour
White
Band Material
Ceramic
Band Width
18 Millimeters
Brand
GC
Calendar Type
No Calendar
Case Diameter
30 Millimeters
Case Material
Stainless Steel
Case Thickness
9.15 Millimeters
Clasp
Deployment Clasp
Dial Colour
white
Crystal Material
Mineral
Display Type
analogue
Case Shape
Square
Item Weight
77 g
Model Number
Z12006L1MF
Part Number
Z12006L1MF
Warranty Type
Manufacturer
Movement
Quartz
Water Resistance Depth
100 Meters
Band size
Womens Standard
Warranty Description
2 Year Warranty
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/GC-Square-Analog-Watch-Z12008L2MF/dp/B0CYT9CGFB/ref=sr_1_50?dib=eyJ2IjoiMSJ9.sw-gg5aAgqwoCps22hShfwhsWaX7XZ5Te1HNkDOSGWltIowrDUyda4h_D3GbMQXSEBpE9_AQT8nxPLOQhd2fX5fBnAPQQAv9JBjaYjWUroL22ElsVx6pz2EiNRmmrWcTE73nNfv8I4XKAqxOKoMqodzZBzvIiLmM-Zh8skYrRZYb_79rf2-ws8potI9ECg9hoODB8K4pFAz-oWjoO6mHPXCuux7sU9iiGd0abABv11hd6BhFwp7TAOGKWGnRba0nXiqyi8ilkI9Ur9ATMlpccfat1sxf9sLZCvkbOosEKjU.JtokMTLc_7H6O3rqbzzIBV0upxBw6O-8rW1eaVdnVP0&dib_tag=se&qid=1744806559&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-50&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/61BBIxoy6dL._AC_UL320_.jpg,GC,Women Black Coussin Analog Watch- Z12008L2MF,,"46,995",,"Watch Information
Band Colour
Black
Band Material
Ceramic
Band Width
18 Millimeters
Brand
GC
Calendar Type
No Calendar
Case Diameter
30 Millimeters
Case Material
Stainless Steel
Case Thickness
9.15 Millimeters
Clasp
Deployment Clasp
Dial Colour
Black
Crystal Material
Mineral
Display Type
analogue
Case Shape
Square
Item Weight
77 g
Model Number
Z12008L2MF
Part Number
Z12008L2MF
Special Features
Open Dial
Warranty Type
Manufacturer
Movement
Quartz
Water Resistance Depth
100 Meters
Band size
Womens Standard
Warranty Description
2 Year Warranty
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/GC-Women-Analog-Watch-Z43001L1MF/dp/B0CYT8NBW6/ref=sr_1_52?dib=eyJ2IjoiMSJ9.sw-gg5aAgqwoCps22hShfwhsWaX7XZ5Te1HNkDOSGWltIowrDUyda4h_D3GbMQXSEBpE9_AQT8nxPLOQhd2fX5fBnAPQQAv9JBjaYjWUroL22ElsVx6pz2EiNRmmrWcTE73nNfv8I4XKAqxOKoMqodzZBzvIiLmM-Zh8skYrRZYb_79rf2-ws8potI9ECg9hoODB8K4pFAz-oWjoO6mHPXCuux7sU9iiGd0abABv11hd6BhFwp7TAOGKWGnRba0nXiqyi8ilkI9Ur9ATMlpccfat1sxf9sLZCvkbOosEKjU.JtokMTLc_7H6O3rqbzzIBV0upxBw6O-8rW1eaVdnVP0&dib_tag=se&qid=1744806559&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-52&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71w7VI8VR2L._AC_UL320_.jpg,GC,Women White Round Analog Watch- Z43001L1MF,,"44,995",,"Watch Information
Band Colour
Silver & Rose Gold
Band Material
Stainless Steel
Band Width
22 Millimeters
Brand
GC
Calendar Type
No Calendar
Case Diameter
30 Millimeters
Case Material
Stainless Steel
Case Thickness
11 Millimeters
Clasp
Deployment Clasp
Dial Colour
white
Crystal Material
Mineral
Display Type
analogue
Case Shape
Round
Item Weight
99 g
Model Number
IronClass
Part Number
Z43001L1MF
Warranty Type
Manufacturer
Movement
Quartz
Water Resistance Depth
100 Meters
Band size
Womens Standard
Warranty Description
2 Year Warranty
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/GC-Square-Analog-Watch-Y98010L9MF/dp/B0CYT5M8NM/ref=sr_1_53?dib=eyJ2IjoiMSJ9.sw-gg5aAgqwoCps22hShfwhsWaX7XZ5Te1HNkDOSGWltIowrDUyda4h_D3GbMQXSEBpE9_AQT8nxPLOQhd2fX5fBnAPQQAv9JBjaYjWUroL22ElsVx6pz2EiNRmmrWcTE73nNfv8I4XKAqxOKoMqodzZBzvIiLmM-Zh8skYrRZYb_79rf2-ws8potI9ECg9hoODB8K4pFAz-oWjoO6mHPXCuux7sU9iiGd0abABv11hd6BhFwp7TAOGKWGnRba0nXiqyi8ilkI9Ur9ATMlpccfat1sxf9sLZCvkbOosEKjU.JtokMTLc_7H6O3rqbzzIBV0upxBw6O-8rW1eaVdnVP0&dib_tag=se&qid=1744806559&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-53&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/61oyev3kLML._AC_UL320_.jpg,GC,Women Green Square Analog Watch- Y98010L9MF,,"48,995",,"Watch Information
Band Colour
Silver & Yellow Gold
Band Material
Stainless Steel
Band Width
22 Millimeters
Brand
GC
Calendar Type
No Calendar
Case Diameter
30 Millimeters
Case Material
Stainless Steel
Case Thickness
11 Millimeters
Clasp
Deployment Clasp
Dial Colour
Green
Crystal Material
Mineral
Display Type
analogue
Case Shape
Square
Item Weight
104 g
Model Number
Coussin Shape
Part Number
Y98010L9MF
Special Features
Waterproof
Warranty Type
Manufacturer
Movement
Quartz
Water Resistance Depth
100 Meters
Band size
Womens Standard
Warranty Description
2 Year Warranty
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Analog-Green-Dial-Womens-Watch-Z34002L9MF/dp/B0CQRKZ2XH/ref=sr_1_54?dib=eyJ2IjoiMSJ9.sw-gg5aAgqwoCps22hShfwhsWaX7XZ5Te1HNkDOSGWltIowrDUyda4h_D3GbMQXSEBpE9_AQT8nxPLOQhd2fX5fBnAPQQAv9JBjaYjWUroL22ElsVx6pz2EiNRmmrWcTE73nNfv8I4XKAqxOKoMqodzZBzvIiLmM-Zh8skYrRZYb_79rf2-ws8potI9ECg9hoODB8K4pFAz-oWjoO6mHPXCuux7sU9iiGd0abABv11hd6BhFwp7TAOGKWGnRba0nXiqyi8ilkI9Ur9ATMlpccfat1sxf9sLZCvkbOosEKjU.JtokMTLc_7H6O3rqbzzIBV0upxBw6O-8rW1eaVdnVP0&dib_tag=se&qid=1744806559&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-54&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71Y3tkI7oVL._AC_UL320_.jpg,GUESS,GC Analog Green Dial Women's Watch-Z34002L9MF,,"45,995",,"Watch Information
Band Colour
Gold
Band Material
Stainless Steel
Band Width
18
Bezel Function
Stationary
Bezel Material
Stainless Steel
Brand
GUESS
Calendar Type
No Calendar
Case Diameter
34 Millimeters
Case Material
Stainless Steel
Case Thickness
9 Millimeters
Clasp
Deployment Clasp
Dial Colour
Green
Crystal Material
Mineral Glass
Display Type
Analog
Case Shape
Round
Item Weight
140 g
Model Number
Z34002L9MF
Part Number
Z34002L9MF
Warranty Type
Limited
Movement
Quartz
Water Resistance Depth
100 Meters
Band size
Womens Standard
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/UNDONE-Aquadeep-Automatic-Resistance-Wristwatch/dp/B0CKTXHCDY/ref=sr_1_55?dib=eyJ2IjoiMSJ9.sw-gg5aAgqwoCps22hShfwhsWaX7XZ5Te1HNkDOSGWltIowrDUyda4h_D3GbMQXSEBpE9_AQT8nxPLOQhd2fX5fBnAPQQAv9JBjaYjWUroL22ElsVx6pz2EiNRmmrWcTE73nNfv8I4XKAqxOKoMqodzZBzvIiLmM-Zh8skYrRZYb_79rf2-ws8potI9ECg9hoODB8K4pFAz-oWjoO6mHPXCuux7sU9iiGd0abABv11hd6BhFwp7TAOGKWGnRba0nXiqyi8ilkI9Ur9ATMlpccfat1sxf9sLZCvkbOosEKjU.JtokMTLc_7H6O3rqbzzIBV0upxBw6O-8rW1eaVdnVP0&dib_tag=se&qid=1744806559&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-55&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71cv0-BtU-L._AC_UL320_.jpg,UNDONE,Aquadeep Automatic Dive Watch for Men 43mm 500M Water Resistance Wristwatch Diver for Men with Rubber Strap,4.3,"61,286",,"Watch Information
Band Colour
Orange
Band Material
Rubber
Band Width
22 Millimeters
Bezel Function
Unidirectional
Bezel Material
Titanium
Brand
UNDONE
Case Diameter
43 Millimeters
Case Material
Titanium
Case Thickness
16.5 Millimeters
Clasp
Tang Buckle
Dial Colour
Black w/ white printing
Crystal Material
Sapphire Coated Glass
Display Type
Analog
Case Shape
Round
Item Weight
331 g
Model Number
AQD-369-BKO
Part Number
AQD-369-BKO
Special Features
Automatic Watch, Double Dome Sapphire Crystal, Helium Escape Valve
Warranty Type
International Warranty
Movement
Automatic
Water Resistance Depth
500 Meters
Band size
Men's Standard
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Analog-White-Dial-Womens-Watch-Z25002L1MF/dp/B0CKHSJBKL/ref=sr_1_56?dib=eyJ2IjoiMSJ9.sw-gg5aAgqwoCps22hShfwhsWaX7XZ5Te1HNkDOSGWltIowrDUyda4h_D3GbMQXSEBpE9_AQT8nxPLOQhd2fX5fBnAPQQAv9JBjaYjWUroL22ElsVx6pz2EiNRmmrWcTE73nNfv8I4XKAqxOKoMqodzZBzvIiLmM-Zh8skYrRZYb_79rf2-ws8potI9ECg9hoODB8K4pFAz-oWjoO6mHPXCuux7sU9iiGd0abABv11hd6BhFwp7TAOGKWGnRba0nXiqyi8ilkI9Ur9ATMlpccfat1sxf9sLZCvkbOosEKjU.JtokMTLc_7H6O3rqbzzIBV0upxBw6O-8rW1eaVdnVP0&dib_tag=se&qid=1744806559&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-56&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71bqSq6Y82L._AC_UL320_.jpg,GUESS,GC Analog White Dial Women's Watch-Z25002L1MF,,"41,995",,"Watch Information
Band Colour
Multicolor
Band Material
Stainless Steel
Band Width
22 Millimeters
Bezel Function
Stationary
Bezel Material
Stainless Steel
Brand
GUESS
Calendar Type
No Calendar
Case Diameter
11 Millimeters
Case Material
Stainless Steel
Case Thickness
11 Millimeters
Clasp
Deployment Clasp
Dial Colour
White
Crystal Material
Mineral Glass
Display Type
Analog
Case Shape
Tonneau
Item Weight
140 g
Model Number
Z25002L1MF
Part Number
Z25002L1MF
Warranty Type
Limited
Movement
Quartz
Water Resistance Depth
100 Meters
Band size
Womens Standard
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/PHILIPP-Analog-Silver-Womens-Watch-PW2BA0223/dp/B0CJFHQYBR/ref=sr_1_57?dib=eyJ2IjoiMSJ9.sw-gg5aAgqwoCps22hShfwhsWaX7XZ5Te1HNkDOSGWltIowrDUyda4h_D3GbMQXSEBpE9_AQT8nxPLOQhd2fX5fBnAPQQAv9JBjaYjWUroL22ElsVx6pz2EiNRmmrWcTE73nNfv8I4XKAqxOKoMqodzZBzvIiLmM-Zh8skYrRZYb_79rf2-ws8potI9ECg9hoODB8K4pFAz-oWjoO6mHPXCuux7sU9iiGd0abABv11hd6BhFwp7TAOGKWGnRba0nXiqyi8ilkI9Ur9ATMlpccfat1sxf9sLZCvkbOosEKjU.JtokMTLc_7H6O3rqbzzIBV0upxBw6O-8rW1eaVdnVP0&dib_tag=se&qid=1744806559&refinements=p_36%3A3980000-%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-57&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71GYRZOsIdL._AC_UL320_.jpg,Philipp Plein,Analog Silver Dial Women's Watch-PW2BA0223,,"56,500",,"Watch Information
Band Colour
Gold
Band Material
Stainless Steel
Band Width
20 Millimeters
Bezel Function
Stationary
Bezel Material
Stainless Steel
Brand
Philipp Plein
Calendar Type
No Calendar
Case Diameter
38 Millimeters
Case Material
Stainless Steel
Case Thickness
9.8 Millimeters
Clasp
Foldover Clasp
Dial Colour
Silver
Crystal Material
Mineral Glass
Display Type
Analog
Case Shape
Round
Item Weight
227 g
Model Number
PW2BA0223
Model Year
2023
Part Number
PW2BA0223
Special Features
Waterproof
Warranty Type
Limited
Movement
Quartz
Water Resistance Depth
50 Meters
Band size
Womens Standard
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
